1537838546745,22
1537838546831,2.86
1537838546901,2.92
1537838546968,3.02
1537838547097,3.14
1537838547097,3.06
1537838547104,3.08
1537838547293,3.18
1537838547298,3.16
1537838547494,3.12
1537838547498,2.94
1537838547695,3.14
1537838547699,3.12
1537838547895,2.82
1537838547899,3.06
1537838548096,3.10
1537838548100,3.10
1537838548297,3.20
1537838548301,3.14
1537838548498,3.14
1537838548502,3.14
1537838548698,3.04
1537838548702,3.18
1537838548891,3.04
1537838548895,2.92
1537838548899,2.80
1537838549091,2.70
1537838549095,2.84
1537838549100,2.72
1537838549291,2.70
1537838549296,2.70
1537838549492,2.66
1537838549694,2.70
1537838549894,2.86
1537838550095,2.94
1537838550295,2.94
1537838550496,3.04
1537838550697,3.02
1537838550893,3.12
1537838551090,3.14
1537838551291,3.14
1537838551491,3.12
1537838551693,3.00
1537838551893,2.92
1537838552094,2.84
1537838552294,2.52
1537838552495,2.50
1537838552696,2.44
1537838552892,2.40
1537838553093,2.46
1537838553290,2.50
1537838553490,2.58
1537838553691,2.62
1537838553891,2.62
1537838554092,2.84
1537838554293,2.72
1537838554494,2.70
1537838554694,2.76
1537838554891,2.72
1537838555092,2.64
1537838555292,2.68
1537838555493,2.66
1537838555690,2.72
1537838555891,2.70
1537838556091,2.66
1537838556292,2.66
1537838556492,2.84
1537838556693,2.78
1537838556890,2.70
1537838557091,2.68
1537838557291,2.56
1537838557492,2.52
1537838557693,2.60
1537838557893,2.60
1537838558090,2.58
1537838558292,2.60
1537838558487,2.64
1537838558687,2.66
1537838558889,2.70
1537838559089,2.70
1537838559290,2.76
1537838559490,2.74
1537838559691,2.74
1537838559892,2.84
1537838560093,2.84
1537838560293,2.72
1537838560486,2.76
1537838560686,2.62
1537838560887,2.62
1537838561088,2.64
1537838561288,2.54
1537838561490,2.48
1537838561690,2.50
1537838561890,2.44
1537838562092,2.54
1537838562284,2.60
1537838562485,2.72
1537838562686,2.84
1537838562886,2.78
1537838563086,2.78
1537838563287,2.84
1537838563488,2.88
1537838563689,2.90
1537838563889,2.92
1537838564086,2.86
1537838564286,2.78
1537838564487,2.80
1537838564684,2.66
1537838564886,2.70
1537838565086,2.64
1537838565286,2.52
1537838565486,2.36
1537838565688,2.44
1537838565888,2.60
1537838566084,2.64
1537838566285,2.62
1537838566486,2.66
1537838566682,2.76
1537838566884,2.72
1537838567084,2.38
1537838567285,2.22
1537838567485,2.08
1537838567686,2.20
1537838567883,2.16
1537838568084,2.24
1537838568284,2.46
1537838568485,2.60
1537838568685,2.52
1537838568886,2.64
1537838569087,2.64
1537838569288,2.68
1537838569488,2.72
1537838569681,2.78
1537838569881,2.68
1537838570083,2.60
1537838570282,2.66
1537838570484,2.66
1537838570685,2.76
1537838570885,2.80
1537838571086,2.86
1537838571282,2.60
1537838571483,2.64
1537838571680,2.80
1537838571880,2.68
1537838572081,2.72
1537838572281,2.74
1537838572482,2.84
1537838572682,2.82
1537838572884,2.84
1537838573080,2.92
1537838573280,2.92
1537838573481,2.86
1537838573682,2.88
1537838573883,3.00
1537838574084,2.96
1537838574285,3.04
1537838574485,3.00
1537838574678,2.88
1537838574878,2.84
1537838575078,2.66
1537838575280,2.54
1537838575481,2.42
1537838575681,2.64
1537838575881,2.52
1537838576083,2.70
1537838576279,2.64
1537838576480,2.68
1537838576681,2.70
1537838576881,2.90
1537838577082,2.70
1537838577278,2.84
1537838577479,2.66
1537838577680,2.78
1537838577880,2.90
1537838578077,2.84
1537838578277,2.96
1537838578479,3.02
1537838578679,3.04
1537838578879,3.06
1537838579080,3.06
1537838579281,3.08
1537838579482,3.04
1537838579675,3.00
1537838579875,3.08
1537838580076,3.04
1537838580276,3.14
1537838580477,3.04
1537838580678,3.04
1537838580879,2.90
1537838581079,3.12
1537838581276,3.18
1537838581477,3.16
1537838581677,3.04
1537838581878,3.08
1537838582078,2.88
1537838582280,2.90
1537838582480,3.10
1537838582681,3.18
1537838582874,3.20
1537838583074,3.24
1537838583275,3.20
1537838583475,3.04
1537838583676,3.10
1537838583877,3.06
1537838584078,3.06
1537838584278,2.86
1537838584475,2.76
1537838584675,2.98
1537838584876,2.86
1537838585077,2.70
1537838585278,2.76
1537838585478,2.78
1537838585679,2.82
1537838585871,3.00
1537838586072,3.16
1537838586273,3.14
1537838586473,3.18
1537838586674,3.16
1537838586875,3.26
1537838587075,3.36
1537838587276,3.34
1537838587473,3.42
1537838587674,3.46
1537838587874,3.28
1537838588075,3.34
1537838588275,3.36
1537838588476,3.28
1537838588677,3.40
1537838588877,3.30
1537838589071,2.54
1537838589271,2.02
1537838589472,1.30
1537838589672,0.00
1537838589873,-0.76
1537838590073,-0.24
1537838590270,0.14
1537838590471,0.78
1537838590672,1.20
1537838590872,1.56
1537838591075,1.92
1537838591274,2.20
1537838591470,2.38
1537838591671,2.44
1537838591872,2.60
